那些只听前奏就中毒的英文歌,流行-欧美-快乐,介绍：地铁，公交，上班途中，回家路上，一首前奏放松心情,393万,193354032,16,10365
R&B·SOUL夜晚微醺缠绵氛围,欧美-R&B/Soul-夜晚,介绍：-在你的床畔有我们思念的身影，不愿将你驱逐离开我心里，恰似初遇的那天 我一念，闭着双眼 欲缠绵的时间内，如同你我仍在一起.,21234,1132323,888,41
女alpha专用歌单|论如何成为渣女,欧美-性感-工作,介绍：有的人会因为你的聪明喜爱你有的人会因为你的聪明忌惮你所以，聪明有错吗？这个歌单是给那些勇敢做自己的人准备的！强大的自己，就是最美！,28255,1622971,309,230
拽姐辣妹必备性感做个酷girl♥,华语-欧美-流行,介绍：辣妹必备哦 超好听超拽！辣辣辣 下个辣妹就是你啦❦都是一首一首选的 爆炸,12万,10829474,1695,467
夹带神仙hook的魅力说唱,说唱-流行-欧美,介绍："hook" 是指一首歌曲中的重复、容易被记住的音乐或歌词元素，通常用来吸引听众并增加歌曲的吸引力。这个音乐或歌词片段通常在歌曲中反复出现，使人们容易记住并难以忘记。Hook 通常是歌曲的亮点，可以包括主旋律、重复的和易记的歌词、音符或节奏。经典的例子包括流行音乐中的歌曲副歌、流行曲中的重复旋律和歌词、电子舞曲中的循环节奏等。无论音乐风格如何，Hook 都是吸引听众并让歌曲在人们心中留下印象的关键要素。,1033,31851,63,8
嘻哈潮弄： 都市青年的快言快语,欧美-说唱-兴奋,介绍：关于hip-hop精神其实每个人有每个人不同的见解，有的人觉得是自由向上、有的人觉得是打破规则、也有人认为它是的一个lifestyle等等。其实谁都没有资格评判究竟什么才能被称之为嘻哈精神，但是我想大多rapper都知道能让自己对嘻哈一直坚持热爱的就称之为精神！!,1,11,95,评论
欧美说唱丨肺活量爆棚的Rapper让你耳膜一亮,欧美-流行-说唱,介绍：说唱的主导驱流以trap、Club、硬核、东岸为主，早些年人们的对于说唱的误区就是鼠来宝=说唱，但这其实是错误的。嘻哈乐最早来自于欧美，后传到中国，而绝不是中国的鼠来宝。,16654,1509107,38,52
目前为止最棒的英文男声,欧美-流行-英伦,介绍：如果你喜欢听欧美歌，而且是男歌手。那么我可以负责任的告诉你，此歌单有80%你都听过，而且！65%你会按下红心～最后，你会点击收藏此歌单并分享。,24675,2524730,359,216
迷死人的前奏 百听不厌的前十秒,欧美-流行-另类/独立,介绍：叮这里有个只需要听前奏就能心动的歌单请您查收下:),12万,12660943,104,717
ESFP｜反emo主义的表演系星人,欧美-流行-快乐,介绍：热情奔放、最讨人喜欢的ESFP，直率，大大咧咧，是16型人格当中看起来心理年龄最小的，即使到了老年也是这样，永远长不大的快乐小孩。,91,12124,28,2
【旅行必备BGM】随身的行囊，装些快乐,欧美-放松-旅行,介绍：“把闲言碎语留给世间你只管优雅从容的心怀四方”封面出自摄影博主-买大鱼,21007,1715729,88,68
【百年经典】欧美时光穿梭机,欧美-影视原声-经典,介绍：这里很多曲子诞生于父辈或者更久远的年代，只要一开口，或许就能带你回到那个年代.,42918,3092504,84,209
卧室音乐|难得周末 把生活调成自己喜欢频道,电子-轻音乐-欧美,介绍：“周末的话想安静的时候会在客厅用音响放钢琴曲窝在沙发上睡个午觉想吵一点的时候会买好菜叫朋友们来家里涮火锅喝阔落好像习惯了过这样的生活”,33720,2286577,74,67
神婆巫女狂欢派对 | 大型做法现场,欧美-另类/独立,介绍：It must be the season of the witches.Anytime， anywhere.……月出惊山，在崖之巅，狼啸不绝。女巫们开嗓之时，正值世界崩塌的纪元……怪诞美丽、特立独行、优雅疯癫注：·本歌单仅收录本人喜欢的欧美歌手/欧美歌曲。不太喜欢听日语歌，感谢评论区推荐，但不考虑收录。·本歌单为自用歌单，排序不定时变更。·介意以上两点者请勿收藏,2399,55843,81,21
【燃系励志】鼓起勇气去看未曾见过的风景,感动-兴奋-欧美,介绍：努力向上吧，星星就躲在你的灵魂深处；做一个悠远的梦吧，每个梦想都会超越你的目标。有压力，但不要被压垮；有迷茫，但永远不要绝望。勇敢地去追求梦想，大胆地去创造奇迹。快乐与幸福只属于拼搏的你。愿成功与你如影相随！,257,82302,99,2
Alternative R&B | 慵懒与优雅的碰撞,R&B/Soul-欧美-安静,介绍：- 置身无尽之境- 海浪仿佛从银河涌来,24981,1635497,121,81
【欧美英文】旋律 节奏This is true music,欧美-电子-游戏,介绍：打游戏必听BGM标签:欧美燃系玩游戏必备的战歌都是些平时精挑细选的燃到爆炸!喜欢就收藏吧分享给身边喜欢打游戏的朋友吧!ps:建议随机播放持续更新哦～,29152,2922530,302,214
洗澡专用BGM | 让你的沐浴变成一场音乐狂欢,欧美-流行-快乐,介绍：让你的沐浴变成一场音乐狂欢,34,3866,40,1
随机播放 切歌算我输,说唱-欧美,介绍：小狗闭嘴,37970,3529331,151,386
将清新人声完美融入的优质电音盘点,流行-电子-欧美,介绍：电子音乐（Electronic Music），是使用电子乐器以及电子音乐技术来制作的音乐；而创作或表演这类音乐的音乐家则称为电子音乐家。电子音乐起源可追溯至19世纪晚期到20世纪早期，随着时代变迁，科技的进步为电子音乐的发展起到了至关重要的作用，众所周知的电音是指近现代电子音乐作品。一般而言，可使用电子机械技术与使用电子技术制作的声音来区别。使用电子机械制造声音的设备有电传簧风琴、汉门式电风琴与电吉他；而纯粹的电子声音制造设备则有特雷门、声音合成器与电脑电子音乐一度几乎完全与西方，特别是欧洲的艺术音乐连结，但自从1960年代晚期以后，因为摩尔定律造就了可负担得起的音乐科技，意味着使用电子方式制作音乐变的越来越在各国不同区域流行的领域普及与发扬起来。今日的电子音乐包含各式各样以及范围从实验艺术音乐到流行形式如电子舞曲与常见纯粹电音不同，此歌单内歌曲将英文人声糅入电音，是人声与电音的搭配融合清新人声与劲爆电音有时候并不冲突电音弥补了单纯人声的平淡人声为电音添加了一丝柔和当两者相遇就像可乐和曼妥思的激情碰撞而后是比单纯电音更加具有张力的歌曲两者完美融合，相得益彰带来的是更加富有动感的节奏和听觉上的享受电音因其鼓点分明、节奏感强的显著特点，导致听歌时容易不自觉地抖腿。说到抖腿，“做一些有节律性的重复动作，从而‘激活’自己，输送更多神经递质到突触间隙，加快神经元之间的传递速度，更快更稳定地激活更多脑区……因而有种分析说抖腿实际上帮助大脑提高认知功能，从而增加做事的效率，并且在一定程度上，可以缓解焦虑等不良情绪。”当众抖腿是一种不雅且失礼的行为，而在不影响他人的前提下抖腿缓解压力进而放松，也是一件妙事。那么，为你心中的“小缝纫机”提供充足的动力，来一次将英文人声完美融入的电音旅行～ps：歌单不定时更新，极个别单曲并不属于电音甚至可能还不清新，但依旧让腿很抖就是了_(:з」∠)_歌单最后一首固定《The Nights》，致敬A神封面出自:WLOP《鬼刀》,27万,18436668,261,810
点进来记得开随机播放:),欧美-流行-电子,介绍：日推里觉得比较好听的英文歌 没有细分 都放在这一个歌单里了 当然如果你想顺序播放也是ok的 几乎天天都会更新 收藏不担心歌荒系列:),11万,8542943,5753,1337
英文治愈系歌单｜愿日子清透且干净,欧美-流行-安静,介绍：日子干净透彻，心情也不自觉的好了治愈感满满的英文歌，才是治愈的良方愿每天微风轻抚，抚顺你杂乱的心叙愿阳光正好，给你最最难得的美好,97,16941,33,评论
英文 舒服女声开口醉,欧美-流行-放松,介绍：好听的音乐没什么道理，只是心跳再次撞回一见钟情的美妙。没有前奏的音乐就像一杯即溶咖啡，给你最爽快直接的享受。本单精选无前奏的欧美女声，让好听都变得直接。一场无前奏的听觉盛宴，第一秒便沦陷的入耳好听。,52万,32626114,84,1268
情绪避难所：把自己流放到世界某个角落,欧美-安静-孤独,介绍：情绪逃离计划我要逃 逃离这个世界我很难过经常被负面情绪包裹住好像找不到出路只想逃离一切逃到某一个角落逃到世界尽头,275,31931,53,4
型男辣妹都在听什么？,说唱-舞曲-欧美,介绍：建议随机播放－喝杯咖啡然后看书自然简单 听音乐要是感动就跟着唱一晚 怕什么孤单 玩什么伤感 今天想不出来文案 暂且称它为辣妹的烦恼吧,13781,868016,199,27
静享时光|午后阳光下的慵懒欢快小调,欧美-午休-清新,介绍：一本书；一杯茶；再搭配一首慵懒欢快的小调；午后阳光透过窗帘照在室内，满室盈动的是柠檬的清香。阳光暖暖的，时光慢慢静了下来，生活无比惬意…………,45787,4812707,56,160
氛围R&B｜氤氳水汽 ％。谁能拒绝耳畔的温柔,欧美-R&B/Soul-夜晚,介绍：爱上R&B旋律的歌曲，听到前奏就会被深深的吸引，喜欢慵懒的腔调，喜欢性感又温柔的声音，喜欢迷幻且浪漫的氛围感，感受被一股雾气缭绕的感觉，制造点氛围也可以拿来当BGM声声入耳，谁又能拒绝耳畔的温柔呢？,24481,1261739,90,60
氛围感·浪漫/与你一起的日子都很美好温柔,欧美-流行-浪漫,介绍：你身上的温柔就像是克莱因的蓝再加上莫奈的一点灰我只能爱你一生一世可这座我种下的花园他们的生命足够穿越宇宙伴你永生永世,3077,321124,61,7
法式浪漫|阳光下的惬意午后,小语种-另类/独立-欧美,介绍：陆续更新有好听的歌可以发给我喔,32707,2456089,105,57
国外超级swag的说唱音乐 trap boombap,欧美-说唱-兴奋,介绍：明明歌都停了我怎么腿还抖个不停！！！,64695,5594405,88,174
微醺R&B/夕阳余晖，和你坐享黄昏,欧美-流行-R&B/Soul,介绍：落日溺在云层里银河滑落一片掉进大海里月光散落在森林里该和你手牵手走在这浪漫里,1329,135714,61,3
OneRepublic共和2024年1月中国演唱会歌单,欧美-夜晚,介绍：OneRepublic共和时代 2024年中国演唱会歌单（本歌单暂时参照2023年2月香港场，之后会按实际更改）2024年1月12日上海 2024年1月14日成都 2024年1月16日广州2024年1月21日澳门,716,20419,16,63
高能量|显化sub✧|吸引美好|肯定歌词,欧美,介绍：【向着理想】I am the energy that I want to attract.我自由、强壮、向上生长我独立、充实、美好我无所畏惧我无所不能【学业/事业/性格/理想/生活向】仅女声！自用自用自用！to be continued...【声明】是歌单喔不是专门制作的纱布音频用来日常听歌激化潜意识和正向引导配合高能量、含肯定语的歌词食用更佳非歌单大v 纯自选自用自用自用喜欢的友友可以一起听一起积聚能量不喜欢/不相信的话拜托不要勉强也不必留下足迹吸引力法则不是索求和念咒 是相信自己并感恩美好的事物在向我走来少些负能多些微笑会更有效希望大家都生活愉快,310,10406,43,6
欧美|微醺浪漫，你似晚霞渐晚渐浓,欧美-浪漫,介绍：山河远阔，宇宙星河，无一是你，无一不是你。,157,63080,180,评论
【优雅贵妇放浪形骸】纸醉金迷的旧时代爱情,欧美-怀旧-性感,介绍：*请按顺序倾听最初建立这个歌单是因为看了《了不起的盖茨比》，每次听到young and beautiful总会思绪万千。艺术是需要感受的，我将那些能带给我这种特殊感受的音乐收录于此，那些旧时光的故事或许离我们太远，但是希望你们听了歌单里的歌，可以和我一样放空大脑，任由自己漂浮在复古音潮的海洋。音乐响起，一位优雅贵妇美人卧在榻上眉眼间尽显风流，邀请你参加这场盛宴......,44035,1698137,53,162
孤独诗人的慰籍 | 孤独又灿烂的情绪美学,欧美-孤独-伤感,介绍：“要变得温柔和强大，就算哪天突然孤身一人， 也能平静地活下去，不至于崩溃。”,319,80851,80,1
西歌时尚&MOFAN,欧美-流行,介绍：记得点关注，收藏歌单，同步更新店铺音乐。播放模式随机播放。账号升级VIP，感受无损音质及完整曲子播放，让店铺购物氛围更加愉悦。,1089,153374,134,5
欧美舒缓 | 用音乐收拾糟糕的心情,夜晚-欧美-R&B/Soul,介绍：舒缓放松情绪，用音乐来沉淀内心的涟漪。,11,1178,40,1
打球/训练 美式歌单,欧美-说唱-运动,介绍：When you fall， others try. What you see is just the surface. But it doesn't end up acting with you. So is basketball. Come on， man!既然输在天赋，就别在输在努力,11116,738602,105,20
（节奏感强）健身跳绳运动跑步做家务做饭歌,欧美-运动-流行,介绍：自己运动时听的歌，平时听到合适的就会收进来,325,44871,166,评论
旋律R&B｜梦幻、甜蜜、荡漾氛围的爱,欧美-英伦-后摇,介绍：制作不易点个关注，加个收藏,4,271,210,评论
辣妹平时都在听什么？,欧美-流行-电子,介绍：姐妹 你是人间值得及时行乐 享受当下请你一定要在自己所热爱的世界里闪闪发光因为 你值得与其互为人间 不如自成宇宙生活是自己的 尽情装扮 尽情可爱一起做个不食人间烟火的辣妹吗?封面：Ariana Grande设计独白：“我的高贵你不配”,11万,10344626,116,608
那些经典又好听的英文歌曲,欧美-流行-放松,介绍：那些听起来特熟悉，却又不知歌名的English songs,44192,6046691,68,120
「节奏控」那些热门电音 | 百大DJ神曲,欧美-治愈-电子,介绍：艾维奇（Avicii）原名提姆·柏格林Tim Bergling 出生于瑞典斯德哥尔摩瑞典DJ、音乐制作人。2018年4月20日下午，艾维奇在阿曼首都马斯喀特去世年仅28岁。代表作品:《Levels》《Wake me up》《Waiting For Love》《Without You》等他从小就对电音感兴趣，16岁时就在音乐论坛发表混音作品，为自己赢得了第一份唱片合约。Avicii曾在“全球百大DJ”中排名第3，深受粉丝喜爱的他凭借作品《Sunshine》和《Levels》两次入围格莱美，还在2013 MTVEMA 颁奖典礼上获得Best Electronic奖项。Avicii个人正式首专辑(True) 于2013年9月发行，里面收录了《Wake Me Up》、《Hey Brother》等经典热单。尤其《Wake Me Up》曾拿下14周Billboard舞曲/电子单曲榜冠军创造历史记录!艾维奇有一个外号（鸽子）。因为2011年只来过中国一次演出，后面因为长期演出染上酗酒抽烟不良习惯，加上繁重的演出压力让艾维奇的身体一日不如一日，几年前还因为患上了急性胰腺炎，做了阑尾胆囊切割术，生病后身体状态一直不佳，不得不得推掉一个又一个演出活动，也包括中国。鸽子的外号由此而来。2016年，取消了所有演出活动，暂别舞台、 静心修养。 后又在2017年8月复出，发行迷你专辑《AVICII 01》。艾维奇似乎天生就是做音乐的，他短暂的一生全部奉献给了音乐事业。对待音乐的热爱对待工作的严谨包括为人的谦和是值得每个人学习的地方。Avicii逝世后，留下最后一张未完成的专辑《TIM》，将于6月6日正式发行。他的团队将这张专辑里的12首歌曲根据Avicii 的要求全部做好了，也算完成了Avicii 最后的遗愿，也让全球的粉丝幸运的听到他生命中最后一张专辑作品，感谢他的家人，并没有封藏他的作品，而是决定留给喜爱他的歌迷，并延续他的音乐力量。这张专辑的收益将全部捐给Tim Bergling基金会，用于帮助解决心理精神疾病和预防自杀群体。虽然Avicii走了，但他的音乐永远感染着我们，他的精神将一直引领着我们。以上为封面人物介绍持续更新 感谢支持～,16329,1816993,180,208
别再问我什么是R&B，一单搞定,欧美-R&B/Soul,介绍：看到站内有些歌单达人做R&B歌单把好多流行歌曲也加进去，为了热度就乱加歌，真的是无语住啦！不懂就不要误导听众嘛，介绍了流派还不会选歌('へ)本期歌单给大家挑选了一些个人比较喜欢的歌手的近期宝藏R&B作品，感觉科普R&B没必要，懂得都懂，不懂的大家听了就了解啦l( w )/最后希望每个歌单达人都不要忘记做歌单的初心,1,53,169,评论
【欧美经典】100首脍炙人口的英文歌曲精选,欧美-流行-经典,介绍：经典的英文歌曲你听过的有哪些？其实，有很多的英文歌曲在第一次听的时候就已经深深印在了脑海中，再也无法忘掉了，比如：《yesterday once more》、《Because of you》、《Take me to your heart》等等，下面必听的百首经典英文歌曲排行榜前100首歌单，快收藏听起来。,8512,871601,124,33
喜欢慵懒的R&B啦！让人陷在旋律里了！,欧美-R&B/Soul,介绍：随着音乐技术的不断发展，R&B乐流派已经成为了当今音乐市场的一股强大力量，其灵魂深处的情感表达与动人的旋律一直是音乐玩家们所钟爱的。,收藏,46,107,评论
氛围暧昧 跟对象DOis歌单,流行-欧美,介绍：世界以痛吻我 我伸舌头,7883,305326,155,34
『欧美』轻松欢快的小调 赶走不开心,欧美-清新-治愈,介绍：吃饭睡觉散步发呆听歌追剧看电影晒太阳……每天做一件让自己开心的事总之，开心最重要~,1243,157922,47,4
『欧美』暗黑/另类/剪辑/节奏感/超燃/踩点,欧美-金属-流行,介绍：戴耳机食用.享受极致音乐♬不定时持续更新中。戴上耳机 跟着节奏 我就是最靓的崽！| ᴥ•́ )✧建立歌单时间：2021年7月份———————以下为推荐者及推荐的歌曲：•碧云煎茶（9.04推）《Bipolar》《My Songs Know What You Did In the Dark 》《All Hands On Deck (Remix)》《Look What You Made Me Do》·我TM给你骨灰扬了(9.05推)《TRNDSTTR》《Fearless》·培根蛋面（6.03推）《insane》喜欢歌单的朋友能帮我在歌单评论区评分为 喜欢 吗？ଇ万分感谢^ω^,16616,1085078,169,45
相貌与实力兼具 | 盘点90后电音小鲜肉,电子-欧美-运动,介绍：1.Madeon.1994年5月30日生于法国.他的艺名被称为Madeon。是一个的电子流行制作人。2011年他在youtube上传了一个名为“Pop Culture”的音乐视频在几天内播放了数百万次，因此而受到欢迎。2.Porter Robinson.出生于1992年7月15日，18岁正式出道成为美国新生代电子音乐人.自2011年发行首张EP《Spitfire》后， 已连续4年选入DJMag百大DJ榜，现排在第55名.3.Martin Garrix原名Martijn Garritsen， 中国粉丝称其"小马丁"， 1996年5月14日生于荷兰. 2012年与Spinnin’ Records签约正式成为DJ. 2013年6月发表了个人单曲《Animals》一举成名， 凭借该单曲成为Beatport榜单史上最年轻的冠军得主.4.Audien 美国音乐制作人&DJ Audien出生于1992年1月11日， 2008年初次接触电音制作的Audien， 于2009年被Ferry Corsten旗下的厂牌Flashover Recordings签下， 同年发行了个人首张单曲《Rise & Shine》， 2014年Audien在DJMag百大DJ榜上排名第88位.5.Kygo.出生于1991年9月11日，来自挪威. 从6岁起开始学习钢琴， 15岁开始独立制作音乐. 2013年， Kygo为Ed Sheeran制作的《I See Fire》混音大受欢迎， 开始引起界内的关注6.Julian Jordan .出生于1995年8月30日， Julian在5岁时便开始接触各种乐器，在他16岁那年， 被知名厂牌Spinnin' Records签下.7.Oliver Heldens.1995年2月1日出生来自荷兰的制作人及DJ，2015年DJMag最高Future House音乐获得者.8.Felix Jaehn 1994年8月28号出生于德国汉堡.Cheerleader经过他的操刀.长期占据各大榜单前十9.Lost Frequencies，原名Felix De Laet，1993年11月30日出生于比利时首都布鲁塞尔.10.Alesso.出生于1991年07月07日.本名 Alessandro Lindblad.瑞典DJ与EDM制作人。,25879,2523255,29,556
专属英文浪漫 | 热恋中的欧美情歌,欧美-浪漫,介绍：两个人的专属浪漫，藏在可爱日子里翘首以盼的温柔和惊喜。,11,2249,40,评论
轻节奏｜高级salon背景音乐,放松-工作-欧美,介绍：“看似烦碎的生活片段却是通往快乐星球的秘密隧道。频繁记录着，因为生活值得。点滴时光，请用音乐为她记录。”关键词：工作、放松、愉快、美好推荐语：生活不止苟且，还有诗和远方。,469,62650,940,2
节奏感音乐【多语种音乐、纯音乐、R&B】,欧美-韩语-日语,介绍：巨巨巨好听的小众.大众歌曲 远离一切糟糕 持续更新中（请戴上耳机）,24140,2263106,270,66
细腻听感丨跃入斑斓的节奏布鲁斯潜游,欧美-R&B/Soul-放松,介绍：我们本都是星辰坠落人间后记忆破碎成片是天上人间又似水中映月音符划出轨迹指引来时的路跟随R&B逐步升空/无色云朵包裹天穹因你的到来而泛出粉红月光倒映着，聚焦在中央的泳池任由身体涌入璀璨的水中让灵魂灌满舒适沉浮封面 | 梦境后花园,11624,1068095,64,57
【Rap】[欧美说唱] [黑人说唱]说唱狠货 R&B,欧美-说唱-兴奋,介绍：...不定时更新,2464,293045,340,7
孤独信仰｜耳机是最后的避难所,欧美-另类/独立-孤独,介绍：Listen To The Heart.歌曲风格较杂 音乐杂食动物 建议随机播放10.27. 2019-KooTo-,53669,3136111,60,281
入耳惊艳【15秒内短前奏英文歌曲】,欧美-流行-摇滚,无,8246,701243,111,46
「枕边旋律」星光携梦 伴你入眠,欧美-夜晚-安静,介绍：时常熬不住的时候也想找个靠山靠一下可怎么找都会发现有的山长满荆棘有的山全是野兽所以你应该是自己的那座山越过它 成为它去寻找你内心真正渴望的东西别灰心一切都会好起来的,50,60338,100,评论
【 品牌店铺专用 ] T台背景音乐+歌曲,欧美-流行-舞曲,介绍：T台音乐的自然、动态、个性步态，加上心动的重鼓低浓效果，让你心情无法抗拒模特高雅气质，和服饰品位璀璨音乐氛围。重返往复的低音节奏给音乐元素增添渲染气氛。T台音乐形式上以舒暖电音、情调爵士、沙发、动感浩室为主，而听者感受的不仅仅是一场时装盛宴，更多是体检到了一次性感奢华极品味生活之旅!T台音音乐猫步节奏洋溢着迷人气息，同时也是舒缓减压而无国际的音乐!,335,26786,179,10
疯批/病态/斯文败类/阴郁/偏执/全员恶人,兴奋-欧美-日语,介绍：【我双手沾满鲜血】“别怕，残忍是人类赐予自己的礼物。”封面画师：つもい/tsmoi,91362,2673410,274,324
欧美情歌 | 英文里的浪漫与情愫,欧美-浪漫,介绍：甜到爆表，心情才会变好。,6,2052,40,评论
元气欧美♪同频心动的仲夏呢喃,欧美-流行,介绍：爱是海水和礁石相互碰撞，是四月份的玫瑰迎着夏日盛放，这朵世间最美好的玫瑰，星尘为泥，银河滋养。永远不会枯萎，永远在沉静宇宙中盛放，爱世间温柔事物，沿途为晚霞驻足。,137,40610,19,1
短视频各样卡点/热血音乐-燃到极致！,流行-欧美-兴奋,介绍：根据个人喜好创建的歌单，游戏剪辑，动漫剪辑，卡点视频，渲染气氛，以及给我创飞的二创,26877,2151215,223,81
极致压迫感｜PHONK电子 高端局必备 巨燃,欧美-电子-流行,介绍：极致压迫感 略带颗粒感的听感，Lo-Fi制作还有很Chill的氛围，有种烟雾缭绕的感觉。Phonk，好东西，毒性强到几天不听就难受。封面：索隆,13969,1141564,72,43
小众氛围感：极致温柔 微醺小调 独众品味,欧美-R&B/Soul-浪漫,介绍：听前奏时的第一遍就会爱上的绝美氛围像梦中朦朦胧胧的粉紫色混合着浅蓝色烟雾 点点碎钻折射出飘渺的点点金光 混杂在烟雾中,127,10490,77,评论
DREAM POP/R&B/INDIE 城市漫步,浪漫-R&B/Soul-欧美,介绍：伴随日落结束了忙碌的一天街道两侧的灯光逐渐点亮慵懒朦胧的的音乐让人放松漫游城市的时光享受生活极致的浪漫SMOOTH / CHILL/ ROMANTIC / VELVETINDIE / CITY POP / DREAM POP / R&B SOUL(歌曲种类混合),22923,1775833,192,42
硬曲｜顶级悍匪必备｜硬核车载Music,欧美-电子-驾车,介绍：有话上车再讲！品味相同的收藏吧！！！！！！,15526,1644187,254,5
le baron|精挑细选的轰趴氛围音乐,酒吧-欧美-流行,介绍：蹦吓咔啦咔～轰趴大集合 一个只会收集让我脑里数万条神经跳动的声音不参杂一丝水份 每一首都是我的心头好 只为共鸣者而建立的歌单每周二、日更新歌 做个绝不摆烂歌单,17374,1532033,486,69
Future Bass✰恣意低音，潺暝滤波激流,欧美-电子-流行,介绍：Real dream is the other shore of reality.真正的梦就是现实的彼岸。Future Bass并不具有大多数Bass Music的特征。至于其应归为Trap还是依旧归为Bass Music的子风格，仍没有确切的定论。因此在进行风格讨论时，一般将其论外处理。人们经常会将其与Melodic Dubstep混淆，Melodic Dubstep在保留Future Bass的Wobble Lead、Chords等元素时还会加入Growl Bass以及Dubstep的鼓组等。Future Bass✰恣意低音，潺暝滤波激流,5907,312172,147,29
精选迷幻包厢慢摇节奏,电子-驾车-欧美,介绍：DJ一响，墨镜一戴，谁都不爱，灯光一开，全场最嗨，只要灯光闪得快，没有悲伤只有爱，好男不赌，好女不舞，久赌出仇人，久舞出情人。把鞋跳烂，把心跳乱，宁愿摇出一身汗，也不愿做一顿饭。,12664,1319183,256,112
『多亏还有音乐』丨深夜卧室里的氛围感,欧美-R&B/Soul,介绍：#这是一份适合一个人关在卧室听的list#风格：R&B/Soul#关键词：放松/慵懒/节奏/律动/夜晚歌单每日更新 欢迎评论区投稿留言外面世界太吵 听自己的心就好,266,6185,165,6
「没有小众的音乐·只有迟到的听众」,欧美-流行,介绍：请坚信：“痛终有时，爱必将至。没有小众的音乐，只有迟到的听众”。,369,34560,47,1
巅峰赛BGM｜Phonk 高端局必备 巨燃,欧美-电子-流行,介绍：漂移冯克 Drift Phonk 作为Phonk（一种结合了爵士、放克元素，孟菲斯说 以及陷阱音乐并利用失真技术制作的暗黑迷幻电子音 乐风格）的子流派，Drift Phonk（漂移冯克）在近些 年获得了越来越多的关注，让我们伴随着漂移冯克白 低频迷幻节奏，感受它带来的极致压迫感封面：《死亡笔记》-夜神月,21649,1589607,74,129
一秒上瘾的小众英文歌,欧美-流行,介绍：比较小众（至少在我听到的时候）,39533,2862749,262,192
橘色释压：微醺特调，内卷中的舒心剂,欧美-学习-放松,介绍：短暂的休憩是为了蓄力待发。我听说，土星光环上奔跑的你很累……ʸᵒᵘ ᵃʳᵉ ᵃˢ ʷᵃʳᵐ ᵃˢ ᵗʰᵉ ˢᵘⁿˢᵉᵗ ᵍˡᵒʷ.（你与晚霞同样温暖)ʸᵒᵘ ᵃʳᵉ ᵃˢ ʳᵒᵐᵃⁿᵗᶦᶜ ᵃˢ ᵗʰᵉ ˢᵗᵃʳ⋅（你与星光同样浪漫)“春天的花朵是天使们在早餐桌上所谈论的冬天的梦想。”*^/文案★*☆你的人生就位于舒适区与梦想之间，这个区域充满焦虑，但你也在其中找到自己。有人说生命如歌，那是因为他历经山河。也许有人说他人生无河，那是因为他尝尽甘苦波折。向未来张望的光，或许孤独而漫长。如果可以，希望你能坐下来好好听听，希望努力过后，都是晴朗。PS：耳机食用更佳by:远方南木猫,44409,3274701,158,250
适合高燃『踩点 混剪』视频的背景音乐,ACG-欧美-游戏,介绍：【持续更新中】描述什么的，歌单名字已经介绍的很清楚了吧,60402,3374550,73,539
·小众安静高级|英语歌曲|放松治愈/高级,治愈-古典-欧美,介绍：I know you like me,58292,3858074,205,103
让人心情愉悦的轻快英文歌,欧美,介绍：希望听了歌后会让大家快乐起来鸭 ớ ₃ờ歌单从一开始就是放我自己喜欢的英文歌，因为我很喜欢分类，歌单很多，所以名字也才会取这个。封面也是我喜欢的Gesha。所以其实一切都是凭着我的喜好来，没有什么歌听着其实并不开心的说法，我喜欢就行了。听腻了我会删，喜欢的我会放，就这么简单。,7452,746792,178,151
打雷姐| Lana Del Rey全单合集,欧美-古典-另类/独立,介绍：浪漫，性感，慵懒，冷艳，开心就笑忧伤便哭的不屑，潇洒，复古文艺风，加之迷幻色彩！她就是—拉娜·德雷排名不分先后哦！喜欢的宝儿评论转发走起来！打雷姐冲！,13442,649996,180,63
耳机控_节奏控_欧美女声,欧美-运动-流行,介绍：欧美女声节奏控，无限循环，都是良品。 戴上耳机，来一场耳朵的动感极致享受。,40626,3333078,83,114
欧美情歌｜等蔷薇盛放，人间温柔亦浪漫。,欧美-流行-伤感,介绍：伤秋的倾诉，踩着夜的影子，跟随一路呜咽的秋风，走走停停…­...,58,65151,80,评论
别抖腿!『节奏感极强的电音』｜EDM&纯音乐,欧美-电子-流行,介绍：封面：专辑：STORIES from Avicii(1989-2018)以此纪念A神与电音的故事﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌电子音乐，是使用电子乐器以及电子音乐技术来制作的音乐；而创作或表演这类音乐的音乐家则称为电子音乐家。一般而言，可使用电子机械技术与使用电子技术制作的声音来区别。使用电子机械制造声音的设备有电传簧风琴、汉门式电风琴与电吉他；而纯粹的电子声音制造设备则有特雷门、声音合成器与电脑。﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌EDM 全拼Electronic Dance Music，兴起于20世纪70年代，主要风格有 EDM Trap， Electro House，Futrue bass等,14317,2208218,257,71
打游戏超火的英文歌 巨燃战歌,欧美-游戏-运动,介绍：史诗战歌，极致体验！五年老歌单，持续更新中……风格偏燃，适合打游戏、运动、速通、直播等多领域。支持正版，尽情欣赏原版旋律。封面角色 : 刺客伍六七,10万,10874598,399,336
